,user,Calls_initiated,Average_waiting_duration,totalfees,total_free_duration_used,usual_service_type,normal_balance_after_call,latest_date,total_deducted,talk_time,calls_recieved_by_number,billable_minutes,usual_call_type,usual_charge_type,usual_terminationreason,count_of_recharges,sub_class_service,sum_of_facevalue,frequent_recharge_type,rege_card_serviceclass,Clusters
0,069438b59f6072229e753136b20f3bea,1307,16.54439614,115035,80002,PPS,409,2.02201E+13,71095,106834,265,97019,On Net Mobile Calling,Local call,on hook,16,class1,17900,recharge by SMAP or MML,class1,0
1,630a28fd6f2930599954d7451d42efa6,1307,15.37133031,193340,62125,PPS,6543,2.02201E+13,103628,101458,965,110763,On Net Mobile Calling,Local call,on hook,17,class1,26300,recharge by SMAP or MML,class1,0
2,dd86b3db05ec04b8160d1f50675d6579,1120,13.87780227,193440,35533,PPS,6653,2.02201E+13,105062,77174,1086,91116,On Net Mobile Calling,Local call,on hook,10,class5,35500,recharge by SMAP or MML,class1,0
3,6029f65ee2f37ce6bdbcd4292f381568,977,14.39974521,195675,98319,PPS,427,2.02201E+13,107264,133259,166,124452,On Net Mobile Calling,Local call,on hook,20,class1,26000,recharge by SMAP or MML,class1,0
4,dcce29a802c49fd3f8f514be1cdbd467,951,14.53683755,157475,59839,PPS,263,2.02201E+13,82791,92016,1165,105744,On Net Mobile Calling,Local call,on hook,16,class1,26200,recharge by SMAP or MML,class1,0
5,d6c7fbf48449ad60b88fe4b0824fd3f8,944,15.46354167,154470,68231,PPS,124,2.02201E+13,77810,102229,383,96215,On Net Mobile Calling,Local call,on hook,13,class1,20700,recharge by SMAP or MML,class1,0
6,e280bd1f528a0e8db4e59ce1537cd6e1,919,14.30119257,129265,52860,PPS,822,2.02201E+13,80969,80462,506,77792,On Net Mobile Calling,Local call,on hook,14,class1,20600,recharge by SMAP or MML,class1,0
7,cdc0175aa23ab54c6b919f50b642d886,910,14.39534985,120545,63896,PPS,3084,2.02201E+13,75237,87898,1008,96704,On Net Mobile Calling,Local call,on hook,11,class1,25700,recharge by SMAP or MML,class1,0
8,3b139e10843adfa5d662834a20627a54,848,13.40114553,121150,61197,PPS,1125,2.02201E+13,64370,88333,88,82331,On Net Mobile Calling,Local call,on hook,8,class1,13000,recharge by SMAP or MML,class1,0
9,647c3a3909fac6109955ceeb73199dc3,837,15.17774633,71260,64617,PPS,907,2.02201E+13,66320,83703,230,71658,On Net Mobile Calling,Local call,on hook,12,class1,20300,recharge by SMAP or MML,class1,0
10,4c961dc31043c1614aa6876d2b81a971,836,12.11029683,42685,26893,PPS,104,2.02201E+13,31180,43347,174,43182,On Net Mobile Calling,Local call,on hook,5,class1,2900,recharge by SMAP or MML,class1,3
11,d6f0c3aa48daa511e8cd5d13de99084b,833,14.21207019,86375,33752,PPS,2002,2.02201E+13,80375,47431,1451,64510,On Net Mobile Calling,Local call,on hook,9,class1,20600,recharge by SMAP or MML,class1,0
12,25b82421ff4760a7dd2fcf72ece40bef,818,15.84597313,50080,46735,PPS,108,2.02201E+13,46332,60121,181,51749,On Net Mobile Calling,Local call,on hook,12,class1,15600,recharge by SMAP or MML,class1,0
13,d3b57bbecd28d0846e6f0c13a282dad9,812,14.52264957,82395,50881,PPS,17,2.02201E+13,35605,72827,183,65530,On Net Mobile Calling,Local call,on hook,10,class1,13000,recharge by SMAP or MML,class1,0
14,b39950b869922b66861bcabb591373d5,804,14.44130389,71025,33808,PPS,268,2.02201E+13,36565,50573,393,48893,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,0
15,027b59750dc330ab640e0b2b2d3b6843,802,14.35667855,81125,32066,PPS,2244,2.02201E+13,44869,47819,475,47444,On Net Mobile Calling,Local call,on hook,7,class1,10500,recharge by SMAP or MML,class1,0
16,3c5e738989a3895d0fcad4126dd7a719,798,16.18171154,80720,46331,PPS,2235,2.02201E+13,49520,63347,345,65776,On Net Mobile Calling,Local call,on hook,12,class1,16600,recharge by SMAP or MML,class1,0
17,bde51a72bfbc54ede9fb288b8dbcfd30,798,11.79147873,164790,82748,PPS,164,2.02201E+13,92446,117319,84,110516,On Net Mobile Calling,Local call,on hook,15,class1,23800,recharge by SMAP or MML,class1,0
18,7acec43212f329c5a6c6823d8461eec7,795,15.55615147,96835,53198,PPS,260,2.02201E+13,52138,73011,445,72442,On Net Mobile Calling,Local call,on hook,12,class1,18000,recharge by SMAP or MML,class1,0
19,ee37ced1957fabd0ddbd19e6621cfed8,775,17.45241935,147935,76441,PPS,366,2.02201E+13,83022,103615,425,100996,On Net Mobile Calling,Local call,on hook,14,class1,20800,recharge by SMAP or MML,class1,0
20,23df58b8d927ddc63e0e0cc1d37d7a7e,774,13.21089822,78555,29511,PPS,116,2.02201E+13,48295,44514,386,44458,On Net Mobile Calling,Local call,on hook,15,class1,21700,recharge by SMAP or MML,class1,0
21,cdbb3bbfda88c139aafc8de213e7cf3c,765,13.5036464,41775,21846,PPS,271,2.02201E+13,28935,31258,377,29963,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
22,39d6b462fc3ae538e69a6a79d992a1d8,761,14.66329834,137800,106033,PPS,5260,2.02201E+13,114180,131116,301,124059,On Net Mobile Calling,Local call,on hook,12,class1,23400,recharge by SMAP or MML,class1,0
23,3f41d509e59f655e90995051929dd7f2,751,14.15882986,51460,40687,PPS,5780,2.02201E+13,49120,55157,300,50282,On Net Mobile Calling,Local call,on hook,8,class1,13000,recharge by SMAP or MML,class1,0
24,211393b5a485d67563ef627323c71e47,749,15.08452158,80430,36154,PPS,58,2.02201E+13,44670,57808,206,52074,On Net Mobile Calling,Local call,on hook,8,class1,10400,recharge by SMAP or MML,class1,0
25,528f77bf2bef70d18cb0425001f388f7,742,15.13067668,83645,58791,PPS,102,2.02201E+13,60165,76960,111,66669,On Net Mobile Calling,Local call,on hook,6,class1,10400,recharge by SMAP or MML,class1,0
26,4eceb241d9f2f40317cd3a7e8eb1eaee,729,15.11143373,46630,24004,PPS,4462,2.02201E+13,33542,35402,451,34504,On Net Mobile Calling,Local call,on hook,6,class1,7900,recharge by SMAP or MML,class1,3
27,bec4abc2bd58aa6a0139c3d2c3a2ddaa,726,14.1581058,123515,58512,PPS,442,2.02201E+13,74875,82418,256,78387,On Net Mobile Calling,Local call,on hook,9,class1,15500,recharge by SMAP or MML,class1,0
28,7ff3f9fd3aa61fc33305a0b65e68f5d4,720,13.98721689,47465,18077,PPS,906,2.02201E+13,26265,28983,339,32620,On Net Mobile Calling,Local call,on hook,2,class5,2600,recharge by SMAP or MML,class1,3
29,636cdf0ed25cb1a95f412cbca0a3ff65,716,19.47587616,651425,0,PPS,33520,2.02201E+13,643365,117191,346,165135,Off Net Mobile Calling,Local call,on hook,3,class1,150000,recharge by SMAP or MML,class1,0
30,5a9a779f5e52778733af12aa735cf8fb,707,12.2058609,89510,58541,PPS,2812,2.02201E+13,62656,75309,193,72664,On Net Mobile Calling,Local call,on hook,11,class1,18200,recharge by SMAP or MML,class1,0
31,47d51131aa19d9805550b0840d1a7687,706,14.1383117,48320,26964,PPS,69,2.02201E+13,25990,39267,378,39975,On Net Mobile Calling,Local call,on hook,9,class1,10500,recharge by SMAP or MML,class1,3
32,9637eac01308aaa75a7c599f8815ba16,704,15.79953069,67820,54840,PPS,338,2.02201E+13,56060,73873,183,64532,On Net Mobile Calling,Local call,on hook,9,class1,11400,recharge by SMAP or MML,class1,0
33,00d822ba5656ebb979f8c1663a1c8b93,700,14.06784572,188655,99046,PPS,424,2.02201E+13,108295,131738,722,137422,On Net Mobile Calling,Local call,on hook,17,class5,25400,recharge by SMAP or MML,class1,0
34,be417a6e0c04a2a99eecea07a51f4432,695,14.68971431,62420,32425,PPS,118,2.02201E+13,33804,48946,731,48796,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,0
35,37135a8d3b153a854d44c7e76e9066df,695,15.34605276,49900,42730,PPS,6115,2.02201E+13,46320,53046,345,48725,On Net Mobile Calling,Local call,on hook,11,class1,15600,recharge by SMAP or MML,class1,0
36,6d50b30f3ff8465d85ebb2a36fe46ddf,693,13.19013962,165330,91919,PPS,956,2.02201E+13,84665,119626,521,124213,On Net Mobile Calling,Local call,on hook,13,class1,15700,recharge by SMAP or MML,class1,0
37,78487dcf60103b552f752e8b39e45cf5,691,13.01486059,73520,47704,PPS,22,2.02201E+13,52920,64379,310,62472,On Net Mobile Calling,Local call,on hook,14,class1,18700,recharge by SMAP or MML,class1,0
38,67f968c059f04974b76f57962d41691d,691,14.00852547,67955,28049,PPS,4079,2.02201E+13,33875,41775,620,46993,On Net Mobile Calling,Local call,on hook,4,class1,2800,recharge by SMAP or MML,class1,3
39,92ba764986db53f3e09019202ffc9c30,687,15.48497779,41275,29073,PPS,188,2.02201E+13,36955,40222,431,43489,On Net Mobile Calling,Local call,on hook,4,class1,5300,recharge by SMAP or MML,class1,3
40,338eb418f95d0c1ff8bd552a2c656829,683,13.77919344,94280,52780,PPS,229,2.02201E+13,59592,76091,439,76203,On Net Mobile Calling,Local call,on hook,8,class1,10400,recharge by SMAP or MML,class1,0
41,3c2baa41acbd9cf2a9ba428b1b0c1585,680,15.11044204,61745,24824,PPS,1210,2.02201E+13,34365,40112,308,39857,On Net Mobile Calling,Local call,on hook,6,class1,8200,recharge by SMAP or MML,class1,3
42,db1359e6952020eed5e257bd5cc01eaf,679,15.77375037,47555,27730,PPS,121,2.02201E+13,29595,39782,388,40637,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
43,a8fcf1f93833e03b5ea05740e105118c,669,14.11572553,75795,38794,PPS,2247,2.02201E+13,41303,54014,448,53159,On Net Mobile Calling,Local call,on hook,5,class1,7800,recharge by SMAP or MML,class1,0
44,5a18b00081e3bc3167743b36cd88f11d,667,15.38947972,105885,8486,PPS,1395,2.02201E+13,72593,23399,606,43796,On Net Mobile Calling,Local call,on hook,10,class1,17100,recharge by SMAP or MML,class1,3
45,811ee434120780b5eaeac39a7f617475,664,17.00406403,62335,30142,PPS,8,2.02201E+13,31895,43234,228,42714,On Net Mobile Calling,Local call,on hook,7,class5,7900,recharge by SMAP or MML,class1,3
46,2ddc6bef3b285b37a785e2dea8654a68,658,14.64304429,116540,58399,PPS,10,2.02201E+13,59665,81692,536,82888,On Net Mobile Calling,Local call,on hook,13,class1,18100,recharge by SMAP or MML,class1,0
47,ff40754ac5f985915fd09ba99fbb3de9,657,15.80557867,39010,35760,PPS,116,2.02201E+13,29330,51641,62,43277,On Net Mobile Calling,Local call,on hook,7,class1,7900,recharge by SMAP or MML,class1,0
48,0b1461c6b44e1b5ddf7157be94ab62c7,653,14.3599887,42920,31200,PPS,396,2.02201E+13,31170,43312,382,43959,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
49,a075744a46b2dd80bc080fc3fcf7d3f3,650,9.94382535,36180,23325,PPS,163,2.02201E+13,33680,33156,140,27240,On Net Mobile Calling,Local call,on hook,8,class1,10000,recharge by SMAP or MML,class1,3
50,33e46aee5b9d8d5c020fd6da8a37b669,646,12.43621673,104060,66628,PPS,867,2.02201E+13,92810,82321,425,82463,On Net Mobile Calling,Local call,on hook,13,class1,34500,recharge by SMAP or MML,class1,0
51,0b3416a6ebf0ac3733a7bb819b4a8392,645,12.75977856,54260,51968,PPS,1390,2.02201E+13,54260,63819,168,56477,On Net Mobile Calling,Local call,on hook,17,class5,16500,recharge by SMAP or MML,class1,0
52,309ffc2f9edaa1847b427fdc4f571450,641,14.22610658,110150,56439,PPS,199,2.02201E+13,57364,79045,323,75774,On Net Mobile Calling,Local call,on hook,15,class1,18300,recharge by SMAP or MML,class1,0
53,b4c7dec1426789590677cc4178659a95,637,14.76570943,75415,59526,PPS,3,2.02201E+13,48135,76117,282,71512,On Net Mobile Calling,Local call,on hook,14,class1,18300,recharge by SMAP or MML,class1,0
54,92e6121faca65e3ed11f0a3aaed5c62d,630,14.51353846,102120,53300,PPS,274,2.02201E+13,57228,74426,12,65243,On Net Mobile Calling,Local call,on hook,16,class1,26100,recharge by SMAP or MML,class1,0
55,4c97f95ccd124804d65c0957ca1b357b,621,14.08184573,47660,30701,PPS,103,2.02201E+13,28672,42312,426,44204,On Net Mobile Calling,Local call,on hook,5,class1,7800,recharge by SMAP or MML,class1,3
56,97707900cc18003378e5cafaff555521,620,14.21774194,40755,26496,PPS,491,2.02201E+13,36235,34005,288,31901,On Net Mobile Calling,Local call,on hook,11,class1,15700,recharge by SMAP or MML,class1,3
57,14ed5841cd05cebba4481ab4cf14fa2c,617,13.13258933,49875,34152,PPS,124,2.02201E+13,33895,44578,266,41941,On Net Mobile Calling,Local call,on hook,7,class1,10400,recharge by SMAP or MML,class1,3
58,e5bdbf97309c83ee208f030430598195,616,15.29136783,32105,36829,PPS,47,2.02201E+13,29085,47098,448,46035,On Net Mobile Calling,Local call,on hook,7,class1,10500,recharge by SMAP or MML,class1,0
59,b2c759335940fc3a5f9a4c0056e2bd04,613,17.11946606,51365,32587,PPS,239,2.02201E+13,41365,44503,127,37722,On Net Mobile Calling,Local call,on hook,6,class1,10400,recharge by SMAP or MML,class1,3
60,39190956ddc340649457305c328b0f35,610,14.13229167,52815,36459,PPS,2523,2.02201E+13,33995,48324,570,50271,On Net Mobile Calling,Local call,on hook,7,class1,10400,recharge by SMAP or MML,class1,0
61,ee9b9b265b611c83284f8f77babd71e5,609,13.70181493,63240,41667,PPS,18178,2.02201E+13,43680,57096,207,53502,On Net Mobile Calling,Local call,on hook,6,class1,12900,recharge by SMAP or MML,class1,0
62,34a6b21f7b83ff0bd9a29393b5a59a55,608,15.5976526,101980,11078,PPS,4245,2.02201E+13,80500,29881,327,43832,On Net Mobile Calling,Local call,on hook,8,class1,22600,recharge by SMAP or MML,class1,3
63,4b356b4c3aca36553e9eadca9b23425f,608,15.47026287,119185,33987,PPS,217,2.02201E+13,60830,61699,139,60409,On Net Mobile Calling,Local call,on hook,11,class1,28200,recharge by SMAP or MML,class1,0
64,a4e4982bc16eaf259d21410a90d6d14d,607,11.41139971,55260,50053,PPS,329,2.02201E+13,51980,60023,206,56334,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,0
65,b31302b3b5eaaf574a4f4cfee0b494f3,602,15.47184168,85570,29420,PPS,151,2.02201E+13,45840,47063,248,47215,On Net Mobile Calling,Local call,on hook,10,class5,18000,recharge by SMAP or MML,class1,0
66,0ce61f84b3abf0c0d9502ebe852714f0,601,16.95892891,169465,0,PPS,484,2.02201E+13,156465,18041,459,61038,Off Net Mobile Calling,Local call,on hook,10,class1,44500,recharge by SMAP or MML,class1,3
67,13b597668170a840806496cea3b90abf,599,13.44168687,70350,59459,PPS,376,2.02201E+13,69310,72781,158,68788,On Net Mobile Calling,Local call,on hook,5,class5,8300,recharge by SMAP or MML,class1,0
68,f4c122f1d24dbb40debc0d74b6671e80,598,14.64379764,114805,54045,PPS,254,2.02201E+13,62489,79548,221,78479,On Net Mobile Calling,Local call,on hook,13,class1,18300,recharge by SMAP or MML,class1,0
69,1dbe58957500842b0b617083fb0cf69a,597,15.71844066,97445,22307,PPS,2669,2.02201E+13,53185,41410,307,44727,On Net Mobile Calling,Local call,on hook,8,class1,17800,recharge by SMAP or MML,class1,3
70,dc8c11012cc0d93fe7ac30439bf6ad4d,596,16.24990866,121810,64466,PPS,465,2.02201E+13,65250,88441,237,82810,On Net Mobile Calling,Local call,on hook,16,class5,18700,recharge by SMAP or MML,class1,0
71,a339713b320e3b3fbf60884ccade96ad,593,12.42779124,57380,37739,PPS,486,2.02201E+13,53320,49780,242,51063,On Net Mobile Calling,Local call,on hook,13,class1,18100,recharge by SMAP or MML,class1,0
72,cef2ee73e8df9dade2da7e5ebc4201ae,591,14.45854484,319540,0,PPS,18755,2.02201E+13,319020,54822,332,95851,Off Net Mobile Calling,Local call,on hook,4,class1,70000,recharge by SMAP or MML,class1,0
73,b21f369e610d26bc242f73e8ade887fb,585,16.29898495,42645,29570,PPS,203,2.02201E+13,28897,41939,328,41707,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
74,032dca47d2f59978344c7d11cb85c50f,584,14.38639339,96835,45091,PPS,200,2.02201E+13,51835,63515,252,59447,On Net Mobile Calling,Local call,on hook,12,class1,15600,no frequent type,class1,0
75,9761e790e9178baf7b268eba902ace61,584,15.62291948,130115,62951,PPS,160,2.02201E+13,84175,82208,207,82772,On Net Mobile Calling,Local call,on hook,9,class5,11000,recharge by SMAP or MML,class1,0
76,eaee9a306a17c2be3a62b993c03249af,580,16.89211185,78490,53522,PPS,310,2.02201E+13,51930,70592,371,68333,On Net Mobile Calling,Local call,on hook,11,class1,15700,recharge by SMAP or MML,class1,0
77,d1e75efb72fe98c64bb3c82fb76708d4,577,16.80190157,38815,23300,PPS,447,2.02201E+13,30855,32861,272,30940,On Net Mobile Calling,Local call,on hook,6,class1,10200,recharge by SMAP or MML,class1,3
78,37d720a66649de2b4d5927c687977d16,575,15.46293734,40100,45265,PPS,2891,2.02201E+13,38020,55114,131,47637,On Net Mobile Calling,Local call,on hook,8,class1,7500,recharge by SMAP or MML,class1,0
79,4bbf9018b5d1a1862be41d4146f46d83,573,15.76223025,60775,27970,PPS,79,2.02201E+13,31198,41587,257,40835,On Net Mobile Calling,Local call,on hook,9,class1,12900,recharge by SMAP or MML,class1,3
80,29aa1097eacab0148243c30f6db98cc5,572,14.12637041,94455,51031,PPS,276,2.02201E+13,54527,69016,255,65500,On Net Mobile Calling,Local call,on hook,10,class5,15700,recharge by SMAP or MML,class1,0
81,0e03a90bedae8fd5c5c71bf3c87b0b29,572,14.53913531,65345,34042,PPS,305,2.02201E+13,46965,46376,217,45019,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
82,036f0c9f89f1fe55e94db9da256d3ac9,569,14.13590848,125895,60001,PPS,150,2.02201E+13,66139,82037,289,81988,On Net Mobile Calling,Local call,on hook,12,class1,15700,recharge by SMAP or MML,class1,0
83,12d05275f94e36e82dfb4704f7117e64,566,13.41813362,26260,28259,PPS,241,2.02201E+13,18660,37810,176,34264,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,3
84,7c00801027181475c981b388240d91cc,565,14.7043216,48935,31882,PPS,405,2.02201E+13,33995,43937,585,43638,On Net Mobile Calling,Local call,on hook,8,class1,10800,recharge by SMAP or MML,class1,3
85,71201f0da880df98211c174fe5492097,565,15.00101506,132915,52727,PPS,15718,2.02201E+13,71715,79471,63,73335,On Net Mobile Calling,Local call,on hook,12,class1,20800,recharge by SMAP or MML,class1,0
86,be68b573322f4d92473b8169fa93b2cc,564,14.73993878,113870,57177,PPS,15651,2.02201E+13,63570,77252,228,72907,On Net Mobile Calling,Local call,on hook,11,class5,13500,recharge by SMAP or MML,class1,0
87,9d2fe138eeb49430098f2adbb737a39d,563,15.57174086,77750,42968,PPS,86,2.02201E+13,66350,57344,603,63893,On Net Mobile Calling,Local call,on hook,10,class1,13000,recharge by SMAP or MML,class1,0
88,4c3a7c3f5209c8393a36d6d042a9ec33,560,15.57069597,35035,28536,PPS,262,2.02201E+13,28950,38327,309,38243,On Net Mobile Calling,Local call,on hook,6,class1,7800,no frequent type,class1,3
89,e2eaad5838e89049c6808622f8038e78,554,11.17118009,108640,56713,PPS,458,2.02201E+13,67780,75103,9,67697,On Net Mobile Calling,Local call,on hook,7,class5,10400,recharge by SMAP or MML,class1,0
90,547649ad0aa9cd591d8e834b592d81d8,553,14.47069764,36515,20839,PPS,51,2.02201E+13,18555,31431,357,31630,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,3
91,7f39136710957a41c24daea9f5e1a039,551,13.07576619,116205,64654,PPS,5,2.02201E+13,63317,83562,481,87030,On Net Mobile Calling,Local call,on hook,16,class1,26100,recharge by SMAP or MML,class1,0
92,746ba0b0e5becd56be7a3b8928f3357a,551,15.85781811,40880,45542,PPS,455,2.02201E+13,38788,55824,325,55946,On Net Mobile Calling,Local call,on hook,8,class1,10500,recharge by SMAP or MML,class1,0
93,1e7c2e68e72fdc9ec2acd7c15e94b1f2,551,16.31170569,155700,38752,PPS,638,2.02201E+13,80900,67597,402,78509,On Net Mobile Calling,Local call,on hook,14,class1,23600,recharge by SMAP or MML,class1,0
94,8f0f6896aee30aad7fc08851abbe2fff,548,15.66049801,30620,21504,PPS,73,2.02201E+13,30620,30245,30,22981,On Net Mobile Calling,Local call,on hook,6,class1,8800,recharge by SMAP or MML,class1,3
95,740c66c0186b94aef81baf149f4f7cb3,546,17.20091597,107880,13675,PPS,4764,2.02201E+13,69155,33471,212,41066,On Net Mobile Calling,Local call,on hook,5,class1,10100,recharge by SMAP or MML,class1,3
96,44fee162706115d6a8911de04d42164a,546,14.5455653,65675,39070,PPS,1278,2.02201E+13,48235,52105,339,50993,On Net Mobile Calling,Local call,on hook,8,class1,10400,recharge by SMAP or MML,class1,0
97,55644ff7ac6da65a391d1a48e4469f2b,544,15.24089591,119325,36206,PPS,2429,2.02201E+13,68875,61807,201,60539,On Net Mobile Calling,Local call,on hook,7,class1,17800,recharge by SMAP or MML,class1,0
98,d801f7950410dc3f8784e0c0384c3002,540,13.66093467,65710,27471,PPS,222,2.02201E+13,41910,41032,460,45564,On Net Mobile Calling,Local call,on hook,6,class1,10400,recharge by SMAP or MML,class1,3
99,81a2e2115f41ffeca85bdbe006269847,539,13.60913411,28435,21024,PPS,227,2.02201E+13,20935,30783,519,31322,On Net Mobile Calling,Local call,on hook,6,class5,7800,recharge by SMAP or MML,class1,3
100,6430eabc2a98a39af240c202ec3cac1a,539,15.02009804,34215,20301,PPS,196,2.02201E+13,20935,28910,203,27601,On Net Mobile Calling,Local call,on hook,4,class1,5200,no frequent type,class1,3
101,e615889b3c56744935d7082a75bea692,537,10.05373074,43335,20530,PPS,165,2.02201E+13,23335,30246,466,31952,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
102,57fbfe7e4634c2284270bee2544109e2,537,13.05104878,111355,40379,PPS,228,2.02201E+13,67455,61656,32,60058,On Net Mobile Calling,Local call,on hook,22,class5,32100,recharge by SMAP or MML,class1,0
103,be503af6ff67598245882e2f5cee0a5e,537,15.48473485,66930,37614,PPS,163,2.02201E+13,33998,56388,214,49909,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,0
104,642c271926ec8ea8fc3148d0b1f1a564,534,15.51115661,38920,20866,PPS,124,2.02201E+13,20895,31023,228,31943,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,3
105,045efb1ca5284c7c861ca5e82281217f,533,15.75291821,35000,32514,PPS,3011,2.02201E+13,35000,40803,329,40641,On Net Mobile Calling,Local call,on hook,6,class1,5500,recharge by SMAP or MML,class1,3
106,c1a96f53a376bae43a7c3bf13b648edc,532,13.68722375,50625,31576,PPS,888,2.02201E+13,45625,41113,344,47243,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,3
107,c1b0f5a96662d0e8ded255f2973f5a93,531,11.14514836,72680,18523,PPS,175,2.02201E+13,40732,37870,51,38053,On Net Mobile Calling,Local call,on hook,4,class1,6500,recharge by SMAP or MML,class1,3
108,a8e3d7e7425d1138d78cbf40b3fc0693,529,18.70284142,61145,29866,PPS,101,2.02201E+13,33805,43679,97,39733,On Net Mobile Calling,Local call,on hook,9,class1,10500,recharge by SMAP or MML,class1,3
109,3494618b8e79363e78198c3a2b97566e,528,15.18280374,95235,41837,PPS,1026,2.02201E+13,48924,58177,495,62642,On Net Mobile Calling,Local call,on hook,10,class5,16000,recharge by SMAP or MML,class1,0
110,b1a485c1b4e5c1198c6cf73903099a2a,527,12.67446809,285350,44202,PPS,315,2.02201E+13,157850,95855,122,101671,On Net Mobile Calling,Local call,on hook,9,class1,31100,recharge by SMAP or MML,class1,0
111,72a7c29cecac02fbd327e5fca42381ae,526,15.48703033,83905,39469,PPS,5056,2.02201E+13,65705,58641,312,59469,On Net Mobile Calling,Local call,on hook,7,class1,20400,recharge by SMAP or MML,class1,0
112,cbe6b843bff1623c82a2fac3311fba7e,524,15.18292069,67550,33574,PPS,203,2.02201E+13,59170,45081,107,44888,On Net Mobile Calling,Local call,on hook,14,class1,22800,recharge by SMAP or MML,class1,0
113,c740ae86b4e0e43d031b474a144340fa,520,13.88776033,62280,35133,PPS,63,2.02201E+13,37964,51723,175,47086,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,3
114,3e353b3e77ee90f382720d770d0ef4be,519,15.65234023,58000,36370,PPS,342,2.02201E+13,35372,48387,119,45723,On Net Mobile Calling,Local call,on hook,11,class1,13500,recharge by SMAP or MML,class1,0
115,adb802413f65c3c22fd08bc6350a98bc,519,16.55347435,25340,18920,PPS,119,2.02201E+13,21280,26018,133,24016,On Net Mobile Calling,Local call,on hook,7,class1,7900,recharge by SMAP or MML,class1,3
116,4c9b544c066fe9df0a8e41d9703d69f4,518,15.39993842,77250,36882,PPS,319,2.02201E+13,41290,53649,216,52459,On Net Mobile Calling,Local call,on hook,13,class1,18100,recharge by SMAP or MML,class1,0
117,e82c8432578cc71f15b212648182017d,517,13.91378196,12635,10485,PPS,1040,2.02201E+13,11575,21026,38,19174,On Net Mobile Calling,Charge-free call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
118,e322ce494c43427eba69619523d6f17e,517,14.30814865,25095,19470,PPS,17,2.02201E+13,18275,28656,82,22810,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,3
119,df676ded550ad0c5bdb98af0cbeab835,511,13.48151057,46090,24600,PPS,128,2.02201E+13,30160,36256,200,32511,On Net Mobile Calling,Local call,on hook,12,class5,17300,recharge by SMAP or MML,class1,3
120,85bcffa6da58669a16e161e73645719b,510,13.60724895,66180,56004,PPS,3359,2.02201E+13,57080,66385,247,62220,On Net Mobile Calling,Local call,on hook,11,class5,15600,recharge by SMAP or MML,class1,0
121,c258886382d11b2a2559aa7531b0cd74,507,13.46400626,43410,26360,PPS,283,2.02201E+13,32570,37789,162,35356,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
122,2a81262c4b5a195d2fb6b452bfa6eb15,506,14.86835392,25270,19341,PPS,311,2.02201E+13,20610,26735,214,24993,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
123,542b5e7be9d3f39a7d6d276079c169b2,506,15.46414141,65935,45353,PPS,1,2.02201E+13,36809,60970,158,57251,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,0
124,66d308a30475c72a36178fe42e15f33a,506,12.52695165,41180,24660,PPS,152,2.02201E+13,23506,36042,255,32764,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
125,ea4be50dc6554c639565d5aa4ee4ca18,505,15.26005008,46485,26363,PPS,135,2.02201E+13,25989,37037,285,36838,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
126,c77746ab955f94c07ee7ab10077b1c9e,505,15.41695628,46815,25496,PPS,3084,2.02201E+13,40197,34774,290,34767,On Net Mobile Calling,Local call,on hook,3,class1,5600,recharge by SMAP or MML,class1,3
127,61229116e7884dd4617fe6c775e204fa,504,15.01818182,32960,33385,PPS,302,2.02201E+13,30164,42749,131,38570,On Net Mobile Calling,Local call,on hook,6,class1,7300,recharge by SMAP or MML,class1,3
