,user,Calls_initiated,Average_waiting_duration,totalfees,total_free_duration_used,usual_service_type,normal_balance_after_call,latest_date,total_deducted,talk_time,calls_recieved_by_number,billable_minutes,usual_call_type,usual_charge_type,usual_terminationreason,count_of_recharges,sub_class_service,sum_of_facevalue,frequent_recharge_type,rege_card_serviceclass,Clusters
475,166e0d5880fd2ba56995b25880dda685,327,14.50792484,30050,19205,PPS,36,2.02201E+13,19468,27023,468,30130,On Net Mobile Calling,Local call,on hook,7,class1,10400,recharge by SMAP or MML,class1,3
476,a884ca68f414f196dd884a907f85fc94,327,19.60328541,49195,28313,PPS,354,2.02201E+13,33610,36830,8,32898,On Net Mobile Calling,Local call,on hook,10,class1,13000,recharge by SMAP or MML,class1,3
477,4157e5b648a074bce80e5900a3c60632,327,16.02227279,41490,16505,PPS,243,2.02201E+13,30460,24409,83,23747,On Net Mobile Calling,Local call,on hook,6,class1,8200,recharge by SMAP or MML,class1,3
478,7c15c6afc701fa3f879c5e28776a3aaf,327,12.77093863,47275,10319,PPS,4024,2.02201E+13,26815,21820,120,22049,On Net Mobile Calling,Local call,on hook,4,class1,11000,recharge by SMAP or MML,class1,3
479,4f28e8a5a34dc6dd14f70ef2edd22038,327,15.69473524,33270,17684,PPS,9,2.02201E+13,17950,25236,250,26732,On Net Mobile Calling,Local call,on hook,3,class1,2700,recharge by SMAP or MML,class1,3
480,711a8e97db581c28d0568f715d078692,327,14.81964248,29045,16598,PPS,325,2.02201E+13,20101,22981,447,26118,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
481,ebe0224febeebc1f35a749c690ec136c,326,14.81640431,53290,9658,PPS,3063,2.02201E+13,43510,16498,148,16560,On Net Mobile Calling,Local call,on hook,10,class1,11500,recharge by SMAP or MML,class1,3
482,93d792eeb9d6d451f5b9de5af09457cd,326,13.62062937,57445,36427,PPS,245,2.02201E+13,39505,47330,105,46108,On Net Mobile Calling,Local call,on hook,7,class1,10900,recharge by SMAP or MML,class1,3
483,f03521297ab1b7559d6cce25162c2ec3,326,17.1412128,42105,22122,PPS,159,2.02201E+13,23257,30874,145,31624,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
484,f8519ff61a998b919b653b034b0e470a,326,15.7128674,34685,17011,PPS,170,2.02201E+13,18060,23510,358,27953,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
485,3845729dcf61b49eefe3a21387c8e021,326,18.86118157,58570,26911,PPS,164,2.02201E+13,35150,37135,83,34587,On Net Mobile Calling,Local call,on hook,8,class1,10400,recharge by SMAP or MML,class1,3
486,48548ff2af1838c9689c2bdf6e90a702,326,15.7659751,25880,17400,PPS,156,2.02201E+13,15655,25439,130,22381,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
487,28a6e7291da1b4a37e8531cbc4f2f893,326,15.27757937,59000,31666,PPS,451,2.02201E+13,47176,38844,300,41732,On Net Mobile Calling,Local call,on hook,9,class1,15600,recharge by SMAP or MML,class1,3
488,acb9463656887da139c4564a32214a40,325,14.86802404,26430,12974,PPS,164,2.02201E+13,21590,19216,64,16849,On Net Mobile Calling,Local call,on hook,5,class1,5500,recharge by SMAP or MML,class1,3
489,806becff6f845f72a1f143dcd18031df,325,14.43400673,73210,40159,PPS,91,2.02201E+13,39664,52466,81,50007,On Net Mobile Calling,Local call,on hook,11,class1,13100,recharge by SMAP or MML,class1,0
490,ae8cd69b7e68056623f27e92bb695b98,325,15.388,16985,13585,PPS,127,2.02201E+13,16985,17376,61,15641,On Net Mobile Calling,Local call,on hook,3,class1,5100,recharge by SMAP or MML,class1,2
491,68bf6164b034280c3c270f836e7324fd,325,15.44284986,25125,14118,PPS,110,2.02201E+13,15649,20669,141,20213,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,3
492,727c897a12e6d49f0e197a16fe471b1c,325,15.825,38515,10043,PPS,1985,2.02201E+13,20699,17978,127,19529,On Net Mobile Calling,Local call,on hook,3,class1,5100,recharge by SMAP or MML,class1,3
493,d769cbb94af6fb2c1b3a843186d768d7,324,14.59456348,19530,10798,PPS,425,2.02201E+13,17806,15327,192,15701,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,2
494,295ca7c02193c291a91b0f860ff1cc8a,324,13.69268259,102405,51332,PPS,118,2.02201E+13,52228,66320,229,68050,On Net Mobile Calling,Local call,on hook,11,class1,13100,recharge by SMAP or MML,class1,0
495,ed057a7cfe6d3dd3dab7943230912e2d,324,15.53021599,47150,22403,PPS,310,2.02201E+13,30760,31855,115,30276,On Net Mobile Calling,Local call,on hook,3,class1,3600,recharge by SMAP or MML,class1,3
496,b321a726feb90b160f4aa6b6292388f8,324,14.14655124,20975,22842,PPS,138,2.02201E+13,15975,29245,94,26641,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
497,924e5138a9f29e3a21bf6b16c24a0ecb,324,14.8203125,36760,13525,PPS,6319,2.02201E+13,24540,22017,120,23033,On Net Mobile Calling,Local call,on hook,6,class1,10800,recharge by SMAP or MML,class1,3
498,b968d948252d5f9aa135aafa7fe86070,324,14.19437838,50870,16718,PPS,105,2.02201E+13,28105,28602,107,27510,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
499,d62e67ba8efc419c7a445c82c14690a1,324,11.4890873,34525,12503,PPS,57,2.02201E+13,22705,20454,51,17684,On Net Mobile Calling,Local call,on hook,6,class1,8500,recharge by SMAP or MML,class1,3
500,c1a26bb6f84f530888540f696e4a06ad,323,16.85476359,34290,19612,PPS,217,2.02201E+13,20800,26622,197,25944,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
501,81afcaff820dde93ac8cb67931448446,322,14.26441376,163505,45927,PPS,4627,2.02201E+13,91245,76749,119,75225,On Net Mobile Calling,Local call,on hook,7,class1,20500,recharge by SMAP or MML,class1,0
502,156d63f558ce4cf6d11cc727b284210a,322,14.97264291,36860,31963,PPS,640,2.02201E+13,28504,41586,56,36879,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
503,71f9a931294346e4bcc5d486732379e4,322,14.75885468,54945,22386,PPS,1318,2.02201E+13,44225,31398,87,30878,On Net Mobile Calling,Local call,on hook,8,class1,16600,recharge by SMAP or MML,class1,3
504,1266def2624ab300a52f470ec07a7e37,322,17.00388889,23215,18081,PPS,109,2.02201E+13,18227,24418,73,21843,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
505,b9a128e45e490111f0e20ae9e1c395c3,322,13.68878253,38040,21545,PPS,145,2.02201E+13,18280,30562,82,29642,On Net Mobile Calling,Local call,on hook,8,class1,10400,recharge by SMAP or MML,class1,3
506,319daebd7d3d272376507fb3a26d5088,321,16.83534137,24255,15517,PPS,250,2.02201E+13,21755,20921,135,21477,On Net Mobile Calling,Local call,on hook,5,class1,6200,recharge by SMAP or MML,class1,3
507,e450235de78b0639c19ead08f2143f74,321,13.45116959,68330,10152,PPS,3153,2.02201E+13,40070,25217,95,28240,On Net Mobile Calling,Local call,on hook,8,class1,17700,recharge by SMAP or MML,class1,3
508,f1b81187bf5b25e0f76ff0e4f8e91b40,321,16.22745525,97785,2330,PPS,20806,2.02201E+13,67265,17223,206,27470,On Net Mobile Calling,Local call,on hook,4,class1,6100,recharge by SMAP or MML,class1,3
509,a9f5449c7b99c6b397315a359f3ca624,320,12.19014085,32230,23251,PPS,325,2.02201E+13,23360,30100,105,28409,On Net Mobile Calling,Local call,on hook,5,class5,5300,recharge by SMAP or MML,class1,3
510,2a19c2b17605307292894d67f58e0cf6,320,16.96142857,40065,24112,PPS,42,2.02201E+13,22525,34357,129,34973,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
511,f93f1085d7ee95282b990960db71e953,320,15.36395652,42515,22718,PPS,158,2.02201E+13,25585,33477,164,32822,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
512,7651080b750d49f63bc92b9d6fe41c4e,320,13.18602926,53880,32620,PPS,68,2.02201E+13,33580,42665,87,40450,On Net Mobile Calling,Local call,on hook,7,class1,10300,recharge by SMAP or MML,class1,3
513,39a1d22d89dc350018c79671d92c530b,320,12.40838002,35620,8865,PPS,180,2.02201E+13,25620,15186,230,19559,On Net Mobile Calling,Local call,on hook,6,class1,8600,recharge by SMAP or MML,class1,3
514,b01ed8f5434ee2abfc0050b8787c6fb5,320,14.42231293,32050,10885,PPS,220,2.02201E+13,26722,17669,216,17239,On Net Mobile Calling,Local call,on hook,6,class1,10300,recharge by SMAP or MML,class1,3
515,18b4a461b82f3aef38685f3ab3da4c7e,320,16.15178571,35945,21855,PPS,431,2.02201E+13,25237,28996,91,26806,On Net Mobile Calling,Local call,on hook,4,class1,6700,recharge by SMAP or MML,class1,3
516,6a164eca50d9f02eaad35b848fc4154e,320,13.86150092,232550,8034,PPS,30890,2.02201E+13,212530,54078,70,60369,Off Net Mobile Calling,Local call,on hook,4,class1,60600,recharge by SMAP or MML,class1,3
517,09ae397803e054a6dec771de24a743a1,319,14.2130031,113700,10257,PPS,3266,2.02201E+13,94980,34108,126,42378,On Net Mobile Calling,Local call,on hook,5,class1,12700,recharge by SMAP or MML,class1,3
518,7a9c83a85bdef0f3637db8ea2a945b41,319,14.44443372,54770,34672,PPS,28,2.02201E+13,40110,42814,256,44376,On Net Mobile Calling,Local call,on hook,7,class5,10400,recharge by SMAP or MML,class1,3
519,639848778da72f0a3a2bf6093dd4c09a,319,14.60429222,57740,48747,PPS,4573,2.02201E+13,45780,58074,141,54664,On Net Mobile Calling,Local call,on hook,10,class1,13000,recharge by SMAP or MML,class1,0
520,b8bba7b76d1ebaa5abec27f1e5f42369,318,17.33896791,48210,22238,PPS,155,2.02201E+13,28515,30244,238,30166,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
521,a4074b1d0e9158bf7e94ab0a76eb080e,318,16.03906027,32025,17878,PPS,200,2.02201E+13,20925,25728,31,21162,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
522,ba7dd2b2330aa00131644105beb3341c,318,16.56181245,36845,27287,PPS,2470,2.02201E+13,34345,33378,198,39548,On Net Mobile Calling,Local call,on hook,7,class1,10500,recharge by SMAP or MML,class1,3
523,f060251efa7f1a785854a972ec00205e,318,15.91909972,21595,18865,PPS,106,2.02201E+13,20147,25202,83,24367,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
524,30f9211950022067c6b578706188720c,318,14.57465291,35525,18887,PPS,3330,2.02201E+13,27825,27255,81,28221,On Net Mobile Calling,Local call,on hook,6,class1,7600,recharge by SMAP or MML,class1,3
525,0a5e3815b1a8c581ca94abcdb65db4c9,318,14.32283369,28965,14676,PPS,235,2.02201E+13,20605,20700,338,25314,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
526,389e433bda29a7b272bf722fd4ed8122,318,13.07476959,42590,15527,PPS,1790,2.02201E+13,28170,22535,146,22634,On Net Mobile Calling,Local call,on hook,10,class5,12600,recharge by SMAP or MML,class1,3
527,e3420d3d7cdc972ff1d91a97f00ede32,317,16.20337313,27910,21265,PPS,150,2.02201E+13,22910,27457,54,23843,On Net Mobile Calling,Local call,on hook,5,class5,7200,recharge by SMAP or MML,class1,3
528,a6e2bf5dd9e78181cb2cb2e0994df21d,317,13.9052386,21615,22550,PPS,71,2.02201E+13,9435,30794,262,33292,On Net Mobile Calling,Local call,on hook,2,class5,5100,recharge by SMAP or MML,class1,3
529,77404cad3abc5cb3ec6cd817ac2f8a79,317,17.26156899,39425,25370,PPS,68,2.02201E+13,23385,34513,54,30568,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
530,d0dc6b39bf4ae2b4e3ffa92ddc79701e,317,10.54088269,211580,123295,PPS,1990,2.02201E+13,129635,147338,7,144700,On Net Mobile Calling,Local call,on hook,21,class1,36900,recharge by SMAP or MML,class1,0
531,11e302130d188dd203163231c9c4ee21,316,14.64030303,22535,18517,PPS,178,2.02201E+13,15727,25672,213,24052,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
532,86db3f2f05b123d350d0ff384770b280,316,16.84166667,28480,21933,PPS,199,2.02201E+13,22400,30361,161,27762,On Net Mobile Calling,Local call,on hook,7,class1,7200,recharge by SMAP or MML,class1,3
533,3916c11824fbf0e1b371dd80f917a9b8,316,14.82079717,40250,38874,PPS,140,2.02201E+13,37805,45179,376,47304,On Net Mobile Calling,Local call,on hook,5,class5,2900,recharge by SMAP or MML,class1,3
534,817510715cfc5c3f7210e9d4f5463f31,316,15.06700916,18785,13925,PPS,29,2.02201E+13,15351,19638,600,29593,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
535,eb320612dd207262310f6f254ac5b007,316,15.11006061,22970,16749,PPS,2635,2.02201E+13,15630,23514,28,20868,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
536,95b7a2ce50957293ffdb69c16cee39b2,316,14.56471354,64585,39899,PPS,402,2.02201E+13,42045,51589,213,48815,On Net Mobile Calling,Local call,on hook,8,class1,13500,recharge by SMAP or MML,class1,3
537,e6bf36006386268f7a3c966e99132749,315,13.57622642,73680,44287,PPS,12,2.02201E+13,52640,54567,156,54881,On Net Mobile Calling,Local call,on hook,9,class1,10600,recharge by SMAP or MML,class1,0
538,158a084b8f9a1599c04696700d3e6fa3,314,16.47366649,50255,24000,PPS,109,2.02201E+13,25947,33055,205,36470,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
539,79ecd7ddc09c29e74ba189c321f69e11,314,14.653875,32090,10985,PPS,211,2.02201E+13,23570,19381,196,23643,On Net Mobile Calling,Local call,on hook,5,class1,7700,recharge by SMAP or MML,class1,3
540,24269670a90f824277505218a328d324,314,17.88550369,56555,34675,PPS,446,2.02201E+13,33605,44064,289,48246,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
541,c81c8939d0931f32ab29e7ebb5857aae,314,14.48234908,39190,16081,PPS,291,2.02201E+13,24930,23951,416,28565,On Net Mobile Calling,Local call,on hook,2,class1,2500,recharge by SMAP or MML,class1,3
542,925739c6f17ba4c2b22b24f14f2d566c,314,15.71601606,90930,43341,PPS,297,2.02201E+13,54124,56993,232,60375,On Net Mobile Calling,Local call,on hook,6,class5,10400,recharge by SMAP or MML,class1,0
543,c7193c6f590b8e95a8f9f5152ca429f3,314,12.98281518,50090,21600,PPS,7650,2.02201E+13,28646,30727,193,32278,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
544,f16fcbd19c700cb0e13cc9c9ffe5a912,314,15.67745694,42270,27902,PPS,1025,2.02201E+13,26290,38371,54,33103,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
545,fc05db3647a563244ab22269a5d3348a,313,16.39418985,16540,8338,PPS,103,2.02201E+13,13940,12088,89,11045,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,2
546,9b050825660bca3e861f4efd39a22ec8,313,12.62558,62780,12806,PPS,155,2.02201E+13,38724,25892,146,29866,On Net Mobile Calling,Local call,on hook,9,class1,14100,recharge by SMAP or MML,class1,3
547,b09463337b0904968181d2e7566ca9c8,312,14.26538462,23250,15319,PPS,88,2.02201E+13,20650,21028,83,19323,On Net Mobile Calling,Local call,on hook,5,class1,7800,recharge by SMAP or MML,class1,3
548,0f6c8daef902b774990fa21454b628fa,312,14.71706349,56960,33311,PPS,407,2.02201E+13,30829,43963,135,41015,On Net Mobile Calling,Local call,on hook,8,class5,10400,recharge by SMAP or MML,class1,3
549,087fe25a489c41d44d8d127cecc798b1,312,14.60845161,52045,36500,PPS,148,2.02201E+13,36545,45666,82,42373,On Net Mobile Calling,Local call,on hook,11,class1,15700,recharge by SMAP or MML,class1,3
550,e1273335578457aebc3b8a685bf99808,312,19.83221374,39085,27730,PPS,226,2.02201E+13,31065,34082,35,31648,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
551,4181c01cc21429e7f31da2ddb1c853ec,312,14.33923736,22800,14689,PPS,318,2.02201E+13,18020,21020,197,20760,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
552,5edff0c8f1e9d5625150fcbdefd6baef,311,14.92148438,70960,35978,PPS,311,2.02201E+13,41940,49125,245,49376,On Net Mobile Calling,Local call,on hook,4,class1,5700,recharge by SMAP or MML,class1,3
553,3c8e040731b0e4175aeff071fc8e79fa,311,15.35996169,28000,15190,PPS,151,2.02201E+13,16040,22398,109,22073,On Net Mobile Calling,Local call,on hook,4,class1,4900,recharge by SMAP or MML,class1,3
554,fccad718d35a8f88f4699042f3988fda,311,16.41625587,23230,14918,PPS,236,2.02201E+13,20730,19793,201,20198,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
555,4ec7d14d3c5fccaf52162d1ff460db00,311,15.14023829,31015,15566,PPS,402,2.02201E+13,26015,21819,222,21090,On Net Mobile Calling,Local call,on hook,7,class1,12800,recharge by SMAP or MML,class1,3
556,f371c72f6cfe833e9d77f8f8b8679aca,311,16.2084047,48075,22737,PPS,51,2.02201E+13,32355,32956,195,33064,On Net Mobile Calling,Local call,on hook,5,class1,6700,recharge by SMAP or MML,class1,3
557,3503c58466ec5801f4162f2f85a535dc,310,16.91687943,24255,15720,PPS,115,2.02201E+13,18215,21145,45,18619,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
558,905c13c4934f2e6265233e62683904d7,310,16.23769329,74735,28166,PPS,10,2.02201E+13,47767,40971,226,44461,On Net Mobile Calling,Local call,on hook,4,class1,6000,recharge by SMAP or MML,class1,3
559,597e4b2a657069b9db28a47d699308d3,310,15.47169004,33240,16959,PPS,151,2.02201E+13,20740,24701,293,28661,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
560,4549e62f0f2853c37018a54784bbf09b,310,14.95846348,52775,25675,PPS,48,2.02201E+13,29224,39072,761,45666,On Net Mobile Calling,Local call,on hook,8,class5,10400,recharge by SMAP or MML,class1,3
561,4f7cb7370faf2684f4d2889f71fb41ba,309,10.61803279,22655,0,PPS,241,2.02201E+13,21875,6345,13,8940,On Net Mobile Calling,Charge-free call,on hook,3,class1,6500,recharge by SMAP or MML,class1,2
562,48a5ce06d6d69421c18f732582923e4f,309,16.0145751,46650,26257,PPS,798,2.02201E+13,32906,36670,82,33101,On Net Mobile Calling,Local call,on hook,3,class1,5200,recharge by SMAP or MML,class1,3
563,8a9bd7efbb01133b63ed19fb99adafdb,309,15.42614796,56195,16748,PPS,2592,2.02201E+13,41455,27642,175,29975,On Net Mobile Calling,Local call,on hook,8,class1,33600,recharge by SMAP or MML,class1,3
564,d20264c94cabecaa440780abc01584ad,309,14.96883469,36250,26237,PPS,187,2.02201E+13,34690,34595,128,31760,On Net Mobile Calling,Local call,on hook,8,class1,10000,recharge by SMAP or MML,class1,3
565,56e98417eee0ef1081a06c50e175d2ac,309,13.8977531,73910,1927,PPS,1022,2.02201E+13,43570,13528,162,20930,On Net Mobile Calling,Local call,on hook,2,class5,10100,recharge by SMAP or MML,class1,2
566,80037e41375d83ec74e05e6c012ae869,309,15.85779382,33870,15868,PPS,1,2.02201E+13,21330,22908,151,22517,On Net Mobile Calling,Local call,on hook,4,class1,7700,recharge by SMAP or MML,class1,3
567,30451e25c1ae163faacf4bb1a4457c72,308,11.79818182,7870,9675,PPS,73,2.02201E+13,7870,15507,91,15991,On Net Mobile Calling,Charge-free call,on hook,3,class1,2700,recharge by SMAP or MML,class1,2
568,24d0ee0ec98eafd8d105c5a421cff7fa,308,14.99165517,26090,16990,PPS,24,2.02201E+13,20626,22679,38,19970,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
569,d37f91c33c4e7d4386ee604250afdd92,308,13.7988903,23590,16647,PPS,222,2.02201E+13,18590,22785,220,24784,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
570,77fb3043f2462293d550ea31a5878054,307,12.5169277,57320,25387,PPS,2637,2.02201E+13,46340,36076,160,39103,On Net Mobile Calling,Local call,on hook,4,class1,10200,recharge by SMAP or MML,class1,3
571,85c1099f1687bbe0a1ffd93a3e165b97,307,15.55207803,34365,4569,PPS,1226,2.02201E+13,31081,9667,141,11699,On Net Mobile Calling,Local call,on hook,14,class1,23600,recharge by SMAP or MML,class1,3
572,dcaafd402d033c06880e23d8b26192e6,307,15.64419681,32300,22623,PPS,321,2.02201E+13,24300,30036,74,25786,On Net Mobile Calling,Local call,on hook,4,class1,7700,recharge by SMAP or MML,class1,3
573,074655f2e68255adfdb7a1e688118185,306,12.95299145,15705,12229,PPS,212,2.02201E+13,15705,16571,170,14984,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,2
574,fc9d322c0acc46ec642fed7f61025c8d,306,14.34318182,24245,19908,PPS,1712,2.02201E+13,24245,25196,147,24573,On Net Mobile Calling,Local call,on hook,4,class1,3700,recharge by SMAP or MML,class1,3
575,c8ed2aad09074aa577134a3deeb99b6c,306,13.06670715,41735,33983,PPS,275,2.02201E+13,32215,41076,222,44447,On Net Mobile Calling,Local call,on hook,9,class1,10500,recharge by SMAP or MML,class1,3
576,7956c5cf77e1e67aaaedd5d8e546756c,306,15.50894309,42950,24514,PPS,242,2.02201E+13,28111,32599,246,33060,On Net Mobile Calling,Local call,on hook,8,class1,10400,recharge by SMAP or MML,class1,3
577,3e60fdebae05878bb58e5580e7861446,306,14.40651261,44445,26144,PPS,183,2.02201E+13,28665,37601,142,33125,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
578,6b3a915f91b3e7dd7ff7a1e698545d35,305,17.67094586,17250,3172,PPS,7609,2.02201E+13,17250,4263,29,4801,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,2
579,ca3f6408529f584117f2ec217b1043a6,305,14.42980392,64540,39335,PPS,3010,2.02201E+13,39020,50867,88,47665,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
580,a27d808ac2678c9bd406b4a6b17145dd,305,14.01388889,20605,14699,PPS,142,2.02201E+13,15655,20269,105,18480,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
581,adf6a3b281b396a471167c02a38c905c,305,15.7785079,20520,12490,PPS,50,2.02201E+13,20520,16659,70,14335,On Net Mobile Calling,Local call,on hook,5,class1,7800,recharge by SMAP or MML,class1,2
582,07e90475cc721160d63c357eb5aec952,305,17.12350145,45450,23428,PPS,274,2.02201E+13,26830,32907,161,33148,On Net Mobile Calling,Local call,on hook,4,class1,5200,no frequent type,class1,3
583,050092176833fbf0ced621010d03b3ba,305,13.75614754,65175,37279,PPS,4,2.02201E+13,36999,48821,109,46143,On Net Mobile Calling,Local call,on hook,10,class1,13000,recharge by SMAP or MML,class1,3
584,a0f9700b25289ca0f400090202540dbb,305,17.228907,112705,0,PPS,46,2.02201E+13,108045,16946,75,27564,Off Net Mobile Calling,Local call,on hook,1,class1,2500,recharge by IVR,class1,2
585,c6dbe30ebd8de5742169a8d3d1dd72be,305,16.47682665,110160,22646,PPS,2353,2.02201E+13,56700,42360,118,48910,On Net Mobile Calling,Local call,on hook,10,class5,15400,no frequent type,class1,3
586,07f25c52cb02bf6c7dff1bc0c262f8e0,305,12.73311074,50555,24587,PPS,1505,2.02201E+13,35195,34639,230,36050,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
587,167d8579b93ead5b56b528d4b4df01ab,305,17.29039398,29680,18855,PPS,143,2.02201E+13,18280,25307,155,25378,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
588,92f1f51e76e7d8a9dde52b7471f5e2be,304,15.33003953,20865,16861,PPS,205,2.02201E+13,18105,21408,60,20651,On Net Mobile Calling,Local call,on hook,5,class1,5300,recharge by SMAP or MML,class1,3
589,267e464e018fb0ca3e67371c69679d98,304,11.95707426,26855,12062,PPS,240,2.02201E+13,16855,18467,157,20112,On Net Mobile Calling,Local call,on hook,5,class1,11100,recharge by SMAP or MML,class1,3
590,553469fe12530fb5821916e2b9a4fef4,304,13.55497264,23130,14756,PPS,122,2.02201E+13,15630,20424,238,22678,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
591,9e824ff2c710bc3bc42af90636c5f851,304,16.477511,168700,2400,PPS,7833,2.02201E+13,109115,37638,97,49255,On Net Mobile Calling,Local call,on hook,1,class1,10000,recharge by SMAP or MML,class1,3
592,14061df373de7ac8b03da4f36f8327ce,304,15.0515625,25480,16993,PPS,156,2.02201E+13,18400,23449,171,23248,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
593,4df3a83dfca8244dd9be820feabf1394,304,14.8717974,51045,24331,PPS,105,2.02201E+13,28600,35089,118,32287,On Net Mobile Calling,Local call,on hook,2,class1,2600,no frequent type,class1,3
594,fce9e8770acff6851ef3cd4f75febe04,303,13.35446025,16520,11399,PPS,7832,2.02201E+13,16520,15156,325,16503,On Net Mobile Calling,Local call,on hook,3,class1,3700,recharge by SMAP or MML,class1,2
595,9769c9af5347668b8452ca1380d66ae8,303,14.68342217,122170,0,PPS,4130,2.02201E+13,78170,18463,110,24911,On Net Mobile Calling,Local call,on hook,3,class5,15000,recharge by SMAP or MML,class1,3
596,c1d53d658ba7a790cd2f7f1b003f8f4a,303,14.33185232,23460,15534,PPS,218,2.02201E+13,18460,20534,83,18075,On Net Mobile Calling,Local call,on hook,2,class1,2600,recharge by SMAP or MML,class1,3
597,2f22ff6da22cac6af75e261f88c37170,303,17.74835391,37860,26729,PPS,514,2.02201E+13,32860,34423,67,30673,On Net Mobile Calling,Local call,on hook,4,class1,5000,recharge by SMAP or MML,class1,3
598,a62503c18d2d93918c3127fb6bc252e0,303,14.1031941,64380,29727,PPS,2602,2.02201E+13,46720,42502,84,41034,On Net Mobile Calling,Local call,on hook,11,class1,20700,recharge by SMAP or MML,class1,3
599,d186e9bff7651c734d565a21ad7cae79,303,14.12510288,35020,7414,PPS,19,2.02201E+13,19510,14069,131,17489,On Net Mobile Calling,Local call,on hook,4,class1,6000,recharge by SMAP or MML,class1,2
600,b6d603455156eb97f8763bd1181fa775,302,15.29857935,21955,18198,PPS,207,2.02201E+13,19455,23183,119,21322,On Net Mobile Calling,Local call,on hook,4,class1,5200,recharge by SMAP or MML,class1,3
601,c7a355d3df5cdcfbb17f6439b9787dea,302,16.08079365,29155,7968,PPS,769,2.02201E+13,17855,12943,256,16961,On Net Mobile Calling,Local call,on hook,2,class1,3000,recharge by SMAP or MML,class1,2
602,a86cf8c372b040256c8a42d0f50c3608,302,15.41082076,38445,28657,PPS,1151,2.02201E+13,26061,35842,102,34248,On Net Mobile Calling,Local call,on hook,6,class1,7800,recharge by SMAP or MML,class1,3
603,63218da42041e78ebac819e9300c4921,302,13.86276083,182460,95534,PPS,242,2.02201E+13,99100,124109,5,117637,On Net Mobile Calling,Local call,on hook,16,class1,26100,recharge by SMAP or MML,class1,0
